order_number purchase_amount order_date customer_id category
201 579.8112714796757 "2012-02-15 02:41:38.884944247" 3237 Pants
202 45.521179822779246 "2012-02-15 08:06:27.379368968" 3306 Pants
203 232.7037533646383 "2012-02-15 13:31:15.873793689" 3586 Tops
204 332.3687355474209 "2012-02-15 18:56:04.368218410" 3062 Dresses
205 364.43053242246225 "2012-02-16 00:20:52.862643132" 3968 Dresses
206 874.4799281048387 "2012-02-16 05:45:41.357067853" 3721 Outerwear
207 112.45307714432269 "2012-02-16 11:10:29.851492574" 3789 Outerwear
208 229.17688209567842 "2012-02-16 16:35:18.345917295" 3154 Dresses
209 562.3378070972959 "2012-02-16 22:00:06.840342017" 3004 Outerwear
210 588.6758128913176 "2012-02-17 03:24:55.334766738" 3876 Outerwear
211 458.65794405306445 "2012-02-17 08:49:43.829191459" 3313 Pants
212 190.10398884694428 "2012-02-17 14:14:32.323616180" 3273 Dresses
213 686.2000166704479 "2012-02-17 19:39:20.818040901" 3585 Tops
214 740.3766397896385 "2012-02-18 01:04:09.312465623" 3866 Pants
215 825.6300966426904 "2012-02-18 06:28:57.806890344" 3752 Tops
216 641.7047222200995 "2012-02-18 11:53:46.301315065" 3106 Dresses
217 496.07706068053363 "2012-02-18 17:18:34.795739786" 3779 Outerwear
218 667.2108500181866 "2012-02-18 22:43:23.290164508" 3583 Pants
219 55.73114394247812 "2012-02-19 04:08:11.784589229" 3046 Outerwear
220 826.1560549148331 "2012-02-19 09:33:00.279013950" 3654 Tops
221 431.12610356383556 "2012-02-19 14:57:48.773438671" 3979 Dresses
222 413.0755054311924 "2012-02-19 20:22:37.267863393" 3192 Outerwear
223 558.1926990296736 "2012-02-20 01:47:25.762288114" 3124 Outerwear
224 949.9548369577018 "2012-02-20 07:12:14.256712835" 3515 Tops
225 506.4741402310033 "2012-02-20 12:37:02.751137556" 3906 Tops
226 129.90895558912126 "2012-02-20 18:01:51.245562277" 3300 Outerwear
227 635.6725420347037 "2012-02-20 23:26:39.739986999" 3488 Dresses
228 470.100651314099 "2012-02-21 04:51:28.234411720" 3780 Pants
229 969.7674784505739 "2012-02-21 10:16:16.728836441" 3534 Pants
230 470.3917027419099 "2012-02-21 15:41:05.223261162" 3077 Dresses
231 640.275113648651 "2012-02-21 21:05:53.717685884" 3739 Pants
232 65.22147151317489 "2012-02-22 02:30:42.212110605" 3409 Dresses
233 594.6610712223782 "2012-02-22 07:55:30.706535326" 3152 Outerwear
234 803.0308416871584 "2012-02-22 13:20:19.200960048" 3085 Pants
235 167.0382681811376 "2012-02-22 18:45:07.695384769" 3268 Pants
236 135.54950493454916 "2012-02-23 00:09:56.189809490" 3392 Pants
237 593.8422146896716 "2012-02-23 05:34:44.684234211" 3865 Tops
238 509.89620726566505 "2012-02-23 10:59:33.178658933" 3121 Dresses
239 366.9258181133704 "2012-02-23 16:24:21.673083654" 3511 Pants
240 380.44990676263785 "2012-02-23 21:49:10.167508375" 3801 Dresses
241 978.9297310539514 "2012-02-24 03:13:58.661933096" 3697 Tops
242 255.19595937397855 "2012-02-24 08:38:47.156357817" 3492 Tops
243 397.5872465226331 "2012-02-24 14:03:35.650782539" 3154 Tops
244 690.1760653820003 "2012-02-24 19:28:24.145207260" 3212 Pants
245 448.3452566685444 "2012-02-25 00:53:12.639631981" 3358 Pants
246 647.9514078979673 "2012-02-25 06:18:01.134056702" 3827 Pants
247 327.3505895530083 "2012-02-25 11:42:49.628481424" 3647 Tops
248 49.67827683829508 "2012-02-25 17:07:38.122906145" 3028 Dresses
249 848.0662169462379 "2012-02-25 22:32:26.617330866" 3534 Pants
250 255.39032565672173 "2012-02-26 03:57:15.111755587" 3148 Tops
251 887.5840408697088 "2012-02-26 09:22:03.606180309" 3669 Dresses
252 41.042615697637686 "2012-02-26 14:46:52.100605030" 3720 Outerwear
253 661.7859124418758 "2012-02-26 20:11:40.595029751" 3940 Dresses
254 610.4065879259952 "2012-02-27 01:36:29.089454472" 3272 Tops
255 200.41758423956077 "2012-02-27 07:01:17.583879194" 3527 Pants
256 199.8651405948109 "2012-02-27 12:26:06.078303915" 3673 Tops
257 734.9832712966453 "2012-02-27 17:50:54.572728636" 3313 Dresses
258 49.12272506561935 "2012-02-27 23:15:43.067153357" 3338 Tops
259 216.11306759129204 "2012-02-28 04:40:31.561578078" 3745 Tops
260 899.7621629751409 "2012-02-28 10:05:20.056002800" 3494 Outerwear
261 689.3694094595512 "2012-02-28 15:30:08.550427521" 3946 Dresses
262 604.2096244379379 "2012-02-28 20:54:57.044852242" 3639 Pants
263 366.63125896762153 "2012-02-29 02:19:45.539276963" 3973 Pants
264 172.95529498612845 "2012-02-29 07:44:34.033701685" 3683 Dresses
265 719.8252131917161 "2012-02-29 13:09:22.528126406" 3292 Tops
266 796.7416691882725 "2012-02-29 18:34:11.022551127" 3503 Dresses
267 126.90038451071958 "2012-02-29 23:58:59.516975848" 3972 Tops
268 484.5810035370144 "2012-03-01 05:23:48.011400570" 3364 Pants
269 174.0544100756833 "2012-03-01 10:48:36.505825291" 3496 Dresses
270 542.0964137073012 "2012-03-01 16:13:25.000250012" 3786 Tops
271 247.04061107319586 "2012-03-01 21:38:13.494674733" 3474 Dresses
272 437.440965533997 "2012-03-02 03:03:01.989099455" 3996 Outerwear
273 609.5140811351023 "2012-03-02 08:27:50.483524176" 3309 Dresses
274 671.8480903983473 "2012-03-02 13:52:38.977948897" 3380 Pants
275 559.6111465851658 "2012-03-02 19:17:27.472373618" 3694 Outerwear
276 685.1083225155074 "2012-03-03 00:42:15.966798339" 3867 Pants
277 150.64309148958043 "2012-03-03 06:07:04.461223061" 3965 Dresses
278 232.77109582959872 "2012-03-03 11:31:52.955647782" 3407 Pants
279 882.2344128851173 "2012-03-03 16:56:41.450072503" 3263 Pants
280 81.94876423975823 "2012-03-03 22:21:29.944497224" 3850 Dresses
281 291.1556235401754 "2012-03-04 03:46:18.438921946" 3516 Outerwear
282 79.96433362614499 "2012-03-04 09:11:06.933346667" 3977 Outerwear
283 86.19612065097783 "2012-03-04 14:35:55.427771388" 3571 Dresses
284 458.9555556542933 "2012-03-04 20:00:43.922196109" 3487 Outerwear
285 163.40604821542277 "2012-03-05 01:25:32.416620831" 3943 Pants
286 126.17963274010978 "2012-03-05 06:50:20.911045552" 3362 Tops
287 891.2905117338903 "2012-03-05 12:15:09.405470273" 3098 Tops
288 477.60795106772645 "2012-03-05 17:39:57.899894994" 3620 Outerwear
289 713.6013461512873 "2012-03-05 23:04:46.394319716" 3952 Outerwear
290 203.5835794263736 "2012-03-06 04:29:34.888744437" 3279 Outerwear
291 137.04412416097668 "2012-03-06 09:54:23.383169158" 3001 Pants
292 360.0926067999254 "2012-03-06 15:19:11.877593879" 3782 Dresses
293 682.4349712456668 "2012-03-06 20:44:00.372018600" 3037 Tops
294 174.0009325911103 "2012-03-07 02:08:48.866443322" 3463 Tops
295 147.14656473214004 "2012-03-07 07:33:37.360868043" 3532 Dresses
296 159.85461078660762 "2012-03-07 12:58:25.855292764" 3705 Pants
297 986.8817853135554 "2012-03-07 18:23:14.349717485" 3925 Outerwear
298 935.4427873482296 "2012-03-07 23:48:02.844142207" 3368 Pants
299 175.56348943091123 "2012-03-08 05:12:51.338566928" 3328 Pants
300 701.8238989015332 "2012-03-08 10:37:39.832991649" 3076 Tops
301 348.41688036669615 "2012-03-08 16:02:28.327416370" 3677 Dresses
302 624.3733304548723 "2012-03-08 21:27:16.821841092" 3027 Outerwear
303 257.92879422252844 "2012-03-09 02:52:05.316265813" 3759 Outerwear
304 320.1713772525162 "2012-03-09 08:16:53.810690534" 3356 Dresses
305 439.0376793811231 "2012-03-09 13:41:42.305115255" 3745 Pants
306 701.5608092042282 "2012-03-09 19:06:30.799539976" 3908 Pants
307 857.1073817990487 "2012-03-10 00:31:19.293964698" 3705 Pants
308 290.3450937540403 "2012-03-10 05:56:07.788389419" 3678 Dresses
309 925.4313153282828 "2012-03-10 11:20:56.282814140" 3540 Pants
310 332.71344486381776 "2012-03-10 16:45:44.777238861" 3012 Outerwear
311 621.8713728182822 "2012-03-10 22:10:33.271663583" 3627 Tops
312 371.3396732751348 "2012-03-11 03:35:21.766088304" 3760 Pants
313 290.52440101924674 "2012-03-11 09:00:10.260513025" 3184 Outerwear
314 369.87178400093103 "2012-03-11 14:24:58.754937746" 3716 Tops
315 966.6426458160794 "2012-03-11 19:49:47.249362468" 3890 Tops
316 92.9092904415367 "2012-03-12 01:14:35.743787189" 3678 Dresses
317 525.2040129772221 "2012-03-12 06:39:24.238211910" 3179 Dresses
318 530.2585073188202 "2012-03-12 12:04:12.732636631" 3650 Pants
319 12.086932717860105 "2012-03-12 17:29:01.227061353" 3618 Tops
320 429.6804172875196 "2012-03-12 22:53:49.721486074" 3933 Pants
321 651.4890198505938 "2012-03-13 04:18:38.215910795" 3916 Pants
322 663.7692936481985 "2012-03-13 09:43:26.710335516" 3228 Dresses
323 997.6993257966654 "2012-03-13 15:08:15.204760237" 3533 Outerwear
324 983.4425757585128 "2012-03-13 20:33:03.699184959" 3365 Dresses
325 721.8888268216763 "2012-03-14 01:57:52.193609680" 3035 Tops
326 519.9864667016932 "2012-03-14 07:22:40.688034401" 3788 Dresses
327 60.11733327565839 "2012-03-14 12:47:29.182459122" 3311 Pants
328 570.8960434391225 "2012-03-14 18:12:17.676883844" 3051 Tops
329 700.7498869665651 "2012-03-14 23:37:06.171308565" 3740 Dresses
330 607.1170299917118 "2012-03-15 05:01:54.665733286" 3713 Pants
331 376.4101442154834 "2012-03-15 10:26:43.160158007" 3691 Dresses
332 993.6186118759981 "2012-03-15 15:51:31.654582729" 3306 Pants
333 206.34044740200738 "2012-03-15 21:16:20.149007450" 3080 Dresses
334 638.4536219403733 "2012-03-16 02:41:08.643432171" 3787 Pants
335 858.9768872309735 "2012-03-16 08:05:57.137856892" 3778 Dresses
336 757.8340055363151 "2012-03-16 13:30:45.632281614" 3764 Outerwear
337 462.73009571171974 "2012-03-16 18:55:34.126706335" 3355 Dresses
338 37.90258958050118 "2012-03-17 00:20:22.621131056" 3168 Outerwear
339 34.61159028173769 "2012-03-17 05:45:11.115555777" 3450 Outerwear
340 700.5935988830873 "2012-03-17 11:09:59.609980498" 3820 Tops
341 302.7386481268286 "2012-03-17 16:34:48.104405220" 3731 Outerwear
342 191.74317968561917 "2012-03-17 21:59:36.598829941" 3856 Pants
343 483.2654162036618 "2012-03-18 03:24:25.093254662" 3170 Tops
344 829.6569424817442 "2012-03-18 08:49:13.587679383" 3084 Pants
345 261.78745128108005 "2012-03-18 14:14:02.082104105" 3029 Tops
346 779.655654531355 "2012-03-18 19:38:50.576528826" 3657 Outerwear
347 75.20748647128534 "2012-03-19 01:03:39.070953547" 3327 Dresses
348 146.28500623377542 "2012-03-19 06:28:27.565378268" 3654 Outerwear
349 870.2790581815335 "2012-03-19 11:53:16.059802990" 3507 Dresses
350 462.0278694319869 "2012-03-19 17:18:04.554227711" 3464 Outerwear
351 126.98101372865713 "2012-03-19 22:42:53.048652432" 3732 Pants
352 71.30290318489654 "2012-03-20 04:07:41.543077153" 3834 Dresses
353 671.5305338415374 "2012-03-20 09:32:30.037501874" 3460 Outerwear
354 333.7249031210232 "2012-03-20 14:57:18.531926596" 3132 Dresses
355 621.6489983521359 "2012-03-20 20:22:07.026351317" 3462 Outerwear
356 547.5804160321612 "2012-03-21 01:46:55.520776038" 3316 Outerwear
357 992.9718978504462 "2012-03-21 07:11:44.015200759" 3647 Tops
358 713.5748238741772 "2012-03-21 12:36:32.509625481" 3883 Dresses
359 873.0390005967562 "2012-03-21 18:01:21.004050202" 3610 Tops
360 309.5875487470115 "2012-03-21 23:26:09.498474923" 3647 Outerwear
361 522.8402189093495 "2012-03-22 04:50:57.992899644" 3027 Tops
362 417.5822051193429 "2012-03-22 10:15:46.487324366" 3328 Dresses
363 15.178856339703177 "2012-03-22 15:40:34.981749087" 3223 Tops
364 415.50928643072564 "2012-03-22 21:05:23.476173808" 3721 Tops
365 251.1578456147046 "2012-03-23 02:30:11.970598529" 3552 Tops
366 333.22606045871663 "2012-03-23 07:55:00.465023251" 3135 Outerwear
367 357.11407001393343 "2012-03-23 13:19:48.959447972" 3935 Pants
368 243.58386125486524 "2012-03-23 18:44:37.453872693" 3827 Dresses
369 850.6885983655523 "2012-03-24 00:09:25.948297414" 3143 Outerwear
370 874.1547696534493 "2012-03-24 05:34:14.442722135" 3229 Pants
371 353.92206310006844 "2012-03-24 10:59:02.937146857" 3601 Outerwear
372 348.8990679678558 "2012-03-24 16:23:51.431571578" 3903 Tops
373 24.795084143977828 "2012-03-24 21:48:39.925996299" 3288 Dresses
374 324.58784879176693 "2012-03-25 03:13:28.420421020" 3220 Dresses
375 556.5097928575849 "2012-03-25 08:38:16.914845742" 3480 Outerwear
376 526.8744560698491 "2012-03-25 14:03:05.409270463" 3720 Outerwear
377 482.7816965586735 "2012-03-25 19:27:53.903695184" 3219 Dresses
378 593.9198455331637 "2012-03-26 00:52:42.398119905" 3825 Tops
379 384.43375398150766 "2012-03-26 06:17:30.892544627" 3927 Tops
380 684.5374625016746 "2012-03-26 11:42:19.386969348" 3512 Pants
